id,name,provider,rank,categories,imageUrl,localImage
"1955","Double Fruit Frenzy DoubleMax","","2033","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880408.webp","images/unknown__Double_Fruit_Frenzy_DoubleMax__1955.webp"
"1956","Double Lucky Mushrooms DoubleMax","","2034","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880243.webp","images/unknown__Double_Lucky_Mushrooms_DoubleMax__1956.webp"
"1957","Dragon Lore Gigarise","","2035","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880236.webp","images/unknown__Dragon_Lore_Gigarise__1957.webp"
"1958","Dublin Up Doublemax","","2036","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880214.webp","images/unknown__Dublin_Up_Doublemax__1958.webp"
"1959","E-Force","","2037","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880255.webp","images/unknown__E-Force__1959.webp"
"1960","Easter Island","","2038","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880135.webp","images/unknown__Easter_Island__1960.webp"
"1961","Excalibur Vs GigaBlox","","2039","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880300.webp","images/unknown__Excalibur_Vs_GigaBlox__1961.webp"
"1962","Eye Of Persia 2","","2040","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880209.webp","images/unknown__Eye_Of_Persia_2__1962.webp"
"1963","Fast Fruits Doublemax","","2041","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880277.webp","images/unknown__Fast_Fruits_Doublemax__1963.webp"
"1964","Fatz","","2042","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880290.webp","images/unknown__Fatz__1964.webp"
"1965","Festival 10K Ways","","2043","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880242.webp","images/unknown__Festival_10K_Ways__1965.webp"
"1966","Firekick! Multimax","","2044","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880234.webp","images/unknown__Firekick_Multimax__1966.webp"
"1967","Fruit Combinator","","2045","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880265.webp","images/unknown__Fruit_Combinator__1967.webp"
"1968","Fury Of Hyde Megaways","","2046","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880249.webp","images/unknown__Fury_Of_Hyde_Megaways__1968.webp"
"1969","Gates Of Thunder","","2047","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880375.webp","images/unknown__Gates_Of_Thunder__1969.webp"
"1970","Gem Rocks","","2048","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880158.webp","images/unknown__Gem_Rocks__1970.webp"
"1971","Gems Infinity Reels","","2049","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880184.webp","images/unknown__Gems_Infinity_Reels__1971.webp"
"1972","Giga Bass Gigablox","","2050","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880404.webp","images/unknown__Giga_Bass_Gigablox__1972.webp"
"1973","GigaGong GigaBlox","","2051","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880286.webp","images/unknown__GigaGong_GigaBlox__1973.webp"
"1974","Giganimals GigaBlox","","2052","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880257.webp","images/unknown__Giganimals_GigaBlox__1974.webp"
"1975","Goblin","","2053","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880349.webp","images/unknown__Goblin__1975.webp"
"1976","Gods Vs Gigablox","","2054","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880238.webp","images/unknown__Gods_Vs_Gigablox__1976.webp"
"1977","Gold Fever","","2055","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880256.webp","images/unknown__Gold_Fever__1977.webp"
"1978","Golden Donkey Xmas","","2056","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880395.webp","images/unknown__Golden_Donkey_Xmas__1978.webp"
"1979","Golden Fish Tank","","2057","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880175.webp","images/unknown__Golden_Fish_Tank__1979.webp"
"1980","Golden Fish Tank 2 Gigablox","","2058","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880103.webp","images/unknown__Golden_Fish_Tank_2_Gigablox__1980.webp"
"1981","Hades","","2059","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880154.webp","images/unknown__Hades__1981.webp"
"1982","Hell","","2060","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880359.webp","images/unknown__Hell__1982.webp"
"1983","Hells Hogs","","2061","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880201.webp","images/unknown__Hells_Hogs__1983.webp"
"1984","Hercules 10K Ways","","2062","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880287.webp","images/unknown__Hercules_10K_Ways__1984.webp"
"1985","Hidden Egypt DoubleMax","","2063","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880326.webp","images/unknown__Hidden_Egypt_DoubleMax__1985.webp"
"1986","Hillbilly Vegas","","2064","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880222.webp","images/unknown__Hillbilly_Vegas__1986.webp"
"1987","Hyper Respins","","2065","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880258.webp","images/unknown__Hyper_Respins__1987.webp"
"1988","Jekyllz Wild UltraNudge","","2067","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880226.webp","images/unknown__Jekyllz_Wild_UltraNudge__1988.webp"
"1989","Jellycious","","2068","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880372.webp","images/unknown__Jellycious__1989.webp"
"1990","Jokrz Wild UltraNudge","","2069","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880197.webp","images/unknown__Jokrz_Wild_UltraNudge__1990.webp"
"1991","Juiced Duomax","","2070","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880297.webp","images/unknown__Juiced_Duomax__1991.webp"
"1992","Jumbo Jellies","","2071","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880188.webp","images/unknown__Jumbo_Jellies__1992.webp"
"1993","King Arthur 10K Ways","","2072","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880309.webp","images/unknown__King_Arthur_10K_Ways__1993.webp"
"1994","Lady Merlin Multimax","","2073","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880246.webp","images/unknown__Lady_Merlin_Multimax__1994.webp"
"1995","Legend Of Dragon Wins","","2074","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880305.webp","images/unknown__Legend_Of_Dragon_Wins__1995.webp"
"1996","Lions Gigablox","","2075","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880365.webp","images/unknown__Lions_Gigablox__1996.webp"
"1997","Lollipop Drop MultiMax","","2076","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880393.webp","images/unknown__Lollipop_Drop_MultiMax__1997.webp"
"1998","Mayan Temple Riches","","2077","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880369.webp","images/unknown__Mayan_Temple_Riches__1998.webp"
"1999","Mega Cash Stacks","","2078","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880219.webp","images/unknown__Mega_Cash_Stacks__1999.webp"
"2000","Mega Pearl Gigablox","","2079","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880206.webp","images/unknown__Mega_Pearl_Gigablox__2000.webp"
"2001","MexoMax! Multimax","","2080","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880213.webp","images/unknown__MexoMax_Multimax__2001.webp"
"2002","Money Mariachi Infinity Reels","","2081","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880190.webp","images/unknown__Money_Mariachi_Infinity_Reels__2002.webp"
"2003","Monkeys Go Bananas","","2082","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880352.webp","images/unknown__Monkeys_Go_Bananas__2003.webp"
"2004","Multifly!","","2083","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880151.webp","images/unknown__Multifly__2004.webp"
"2005","Mutant Trawlers","","2084","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880350.webp","images/unknown__Mutant_Trawlers__2005.webp"
"2006","Mystic Magic","","2085","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880377.webp","images/unknown__Mystic_Magic__2006.webp"
"2007","Neon Villains DoubleMax","","2086","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880244.webp","images/unknown__Neon_Villains_DoubleMax__2007.webp"
"2008","Nice Catch 2","","2087","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880308.webp","images/unknown__Nice_Catch_2__2008.webp"
"2009","Nice Catch Doublemax","","2088","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880262.webp","images/unknown__Nice_Catch_Doublemax__2009.webp"
"2010","Notre-Dame Tales","","2089","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880278.webp","images/unknown__Notre-Dame_Tales__2010.webp"
"2011","Odin Lightning Blitz","","2090","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880374.webp","images/unknown__Odin_Lightning_Blitz__2011.webp"
"2012","Of Sabers And Monsters Wild Fight","","2091","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880217.webp","images/unknown__Of_Sabers_And_Monsters_Wild_Fight__2012.webp"
"2013","Orca","","2092","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880268.webp","images/unknown__Orca__2013.webp"
"2014","Professor Clanks Combinator","","2094","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880210.webp","images/unknown__Professor_Clanks_Combinator__2014.webp"
"2015","Purrfect Potions","","2095","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880261.webp","images/unknown__Purrfect_Potions__2015.webp"
"2016","Pushy Cats","","2096","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880120.webp","images/unknown__Pushy_Cats__2016.webp"
"2017","RagnaRavens","","2097","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880310.webp","images/unknown__RagnaRavens__2017.webp"
"2018","Ragnawolves","","2098","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880267.webp","images/unknown__Ragnawolves__2018.webp"
"2019","Rainbow Power Potz UltraNudge","","2099","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880239.webp","images/unknown__Rainbow_Power_Potz_UltraNudge__2019.webp"
"2020","Rainbow Ryan 2","","2100","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880316.webp","images/unknown__Rainbow_Ryan_2__2020.webp"
"2021","Ramses Retro","","2101","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880392.webp","images/unknown__Ramses_Retro__2021.webp"
"2022","Raptor Doublemax","","2102","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880102.webp","images/unknown__Raptor_Doublemax__2022.webp"
"2023","Riches Of Olympus","","2103","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880387.webp","images/unknown__Riches_Of_Olympus__2023.webp"
"2024","Roamin","","2104","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880282.webp","images/unknown__Roamin__2024.webp"
"2025","Rock Star Santa","","2105","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880302.webp","images/unknown__Rock_Star_Santa__2025.webp"
"2026","Sahara Nights","","2106","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880169.webp","images/unknown__Sahara_Nights__2026.webp"
"2027","Secret Of Anubis DoubleMax","","2107","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880303.webp","images/unknown__Secret_Of_Anubis_DoubleMax__2027.webp"
"2028","Secret Riches Of The Irish","","2108","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880356.webp","images/unknown__Secret_Riches_Of_The_Irish__2028.webp"
"2029","Shaker Club","","2109","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880280.webp","images/unknown__Shaker_Club__2029.webp"
"2030","Shipwrecked","","2110","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880386.webp","images/unknown__Shipwrecked__2030.webp"
"2031","Sidewinder DoubleMax","","2111","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880307.webp","images/unknown__Sidewinder_DoubleMax__2031.webp"
"2032","Silver","","2112","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880385.webp","images/unknown__Silver__2032.webp"
"2033","Skylantis 2","","2113","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880315.webp","images/unknown__Skylantis_2__2033.webp"
"2034","Spina Colada","","2114","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880130.webp","images/unknown__Spina_Colada__2034.webp"
"2035","Starfire Fortunes Tophit","","2115","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880273.webp","images/unknown__Starfire_Fortunes_Tophit__2035.webp"
"2036","Sugar Bomb MultiBoost","","2116","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880322.webp","images/unknown__Sugar_Bomb_MultiBoost__2036.webp"
"2037","Sunny Shores","","2117","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880156.webp","images/unknown__Sunny_Shores__2037.webp"
"2038","Super Cash Drop Giga Blox","","2118","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880192.webp","images/unknown__Super_Cash_Drop_Giga_Blox__2038.webp"
"2039","Syncronite","","2119","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880171.webp","images/unknown__Syncronite__2039.webp"
"2040","Tempered Steel","","2120","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880199.webp","images/unknown__Tempered_Steel__2040.webp"
"2041","The One Armed Bandit","","2121","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880165.webp","images/unknown__The_One_Armed_Bandit__2041.webp"
"2042","The Runemakers DoubleMax","","2122","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880314.webp","images/unknown__The_Runemakers_DoubleMax__2042.webp"
"2043","Towering Pays Excalibur","","2124","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880145.webp","images/unknown__Towering_Pays_Excalibur__2043.webp"
"2044","Tumble In The Jungle Wild Fight","","2125","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880323.webp","images/unknown__Tumble_In_The_Jungle_Wild_Fight__2044.webp"
"2045","Valley Of The Gods 2","","2126","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880150.webp","images/unknown__Valley_Of_The_Gods_2__2045.webp"
"2046","Vampire Riches","","2127","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880292.webp","images/unknown__Vampire_Riches__2046.webp"
"2047","Vault Of Fortune","","2128","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880088.webp","images/unknown__Vault_Of_Fortune__2047.webp"
"2048","Vikings Go Berzerk: Reloaded","","2129","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880179.webp","images/unknown__Vikings_Go_Berzerk_Reloaded__2048.webp"
"2049","Vikings Go To Egypt","","2130","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880357.webp","images/unknown__Vikings_Go_To_Egypt__2049.webp"
"2050","Vikings Go To Hell","","2131","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880146.webp","images/unknown__Vikings_Go_To_Hell__2050.webp"
"2051","Vikings Go To Valhalla","","2132","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880098.webp","images/unknown__Vikings_Go_To_Valhalla__2051.webp"
"2052","Wild Fishin","","2133","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880229.webp","images/unknown__Wild_Fishin__2052.webp"
"2053","Wild Storm Legionnaire","","2134","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880361.webp","images/unknown__Wild_Storm_Legionnaire__2053.webp"
"2054","Year Of Olympia","","2135","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3048/880354.webp","images/unknown__Year_Of_Olympia__2054.webp"
"2055","Jeepney Rush","","2136","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3039_slot007_h5_260701203151.webp","images/unknown__Jeepney_Rush__2055.webp"
"2056","Rise Of The Sun God","","2137","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3034_101_h5_260701191602.webp","images/unknown__Rise_Of_The_Sun_God__2056.webp"
"2057","Mr Hallow-Jackpot!","PG","2138","Slots","https://cp-images.casinoplus.live/images/cpms/pg/h5/35_v2.webp","images/PG__Mr_Hallow-Jackpot__2057.webp"
"2058","Kapre","","2139","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3050_zhumeng007_h5_260701194101.webp","images/unknown__Kapre__2058.webp"
"2059","Dragon Gems Wheel","","2140","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3089_1051_h5_260701202404.webp","images/unknown__Dragon_Gems_Wheel__2059.webp"
"2060","Tongits Plus","","2141","Live|Poker","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3067/4.webp","images/unknown__Tongits_Plus__2060.webp"
"2061","Min ₱20 Dragon Tiger","","2143","Live","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/185/PC_168x214.webp","images/unknown__Min_20_Dragon_Tiger__2061.webp"
"2062","Sweet Rush Bonanza","PP","2144","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs20swrbon.webp","images/PP__Sweet_Rush_Bonanza__2062.webp"
"2063","Fortune Ace Super Scatter","PP","2145","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vswaysfortsup.webp","images/PP__Fortune_Ace_Super_Scatter__2063.webp"
"2064","Rising Rockets","","2146","Slot Machines","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/170/osm23.webp","images/unknown__Rising_Rockets__2064.webp"
"2065","PacMan Super Ace","JILI","2147","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/557_v2.webp","images/JILI__PacMan_Super_Ace__2065.webp"
"2066","PacMan Boxing King","JILI","2148","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/751_v2.webp","images/JILI__PacMan_Boxing_King__2066.webp"
"2067","Perya Super Color Game","EGS","2149","Perya","https://cp-images.casinoplus.live/images/cpms/egs/mobile/supercolorgame02.webp","images/EGS__Perya_Super_Color_Game__2067.webp"
"2068","Lucky Elephant X-Huge","JDB","2151","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_14096.webp","images/JDB__Lucky_Elephant_X-Huge__2068.webp"
"2069","Jackpot Joker Fever","JILI","2152","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/605.webp","images/JILI__Jackpot_Joker_Fever__2069.webp"
